overall,raw_model_output,scaled_curve,shift_value,epsilon_added,raw_sum,adjusted_sum,metric
63,8.20804655104626,4.229137871041396,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
64,8.150297144337141,4.199382898110282,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
65,8.092828481052768,4.169772576241056,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
66,8.035648428781471,4.140310959152902,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
67,7.978764855111589,4.111002100565008,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
68,7.922185627631448,4.081850054196553,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
69,7.865918613929387,4.052858873766728,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
70,7.809971681593735,4.024032612994713,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
71,7.754352698212826,3.9953753255996944,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
72,7.699069531374994,3.966891065300857,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
73,7.644130048668568,3.938583885817384,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
74,7.589542117681887,3.9104578408684625,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
75,7.535313606003278,3.882516984173274,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
76,7.481452381221078,3.8547653694510062,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
77,7.427966310923619,3.8272070504208426,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
78,7.374863262699231,3.7998460808019665,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
79,7.322151104136248,3.7726865143135635,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
